filename,true_class,predicted_class,confidence,correct
Common Water Hyacinth (Eichornia crassipes)\augmented_image_836.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7878217,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_837.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78790444,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_838.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79844034,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_839.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7965654,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_84.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78571516,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_840.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78868693,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_841.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7888506,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_842.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7867509,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_843.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7997953,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_844.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79677695,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_845.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7899504,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_846.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7927544,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_847.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7946259,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_848.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80360365,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_849.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79798067,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_85.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7836588,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_850.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7943635,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_851.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7858732,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_852.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7853523,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_853.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78833765,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_854.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7853522,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_855.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7923292,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_856.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79767615,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_857.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7942563,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_858.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7891934,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_859.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.786617,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_86.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80208236,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_860.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.788836,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_861.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7934619,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_862.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7903576,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_863.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80099976,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_864.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80292195,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_865.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79955375,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_866.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7920708,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_867.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79484993,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_868.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7922128,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_869.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.785852,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_87.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80208236,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_870.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7909638,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_871.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79723316,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_872.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79181796,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_873.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79719114,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_874.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7954954,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_875.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8073685,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_876.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8061858,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_877.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8071786,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_878.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80000794,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_879.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7890813,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_88.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80491596,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_880.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7870373,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_881.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78844327,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_882.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.795992,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_883.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.795992,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_884.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.80107224,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_885.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7951501,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_886.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79706115,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_887.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79531735,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_888.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.791283,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_889.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78823185,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_89.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8026184,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_890.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8090464,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_891.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8058393,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_892.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7968212,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_893.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.794602,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_894.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7968212,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_895.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7966078,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_896.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7967793,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_897.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7984114,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_898.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7984076,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_899.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79271847,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_9.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7874761,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_90.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8041607,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_900.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79231215,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_901.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78934264,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_902.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7879866,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_903.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7874795,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_904.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7993673,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_905.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7972688,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_906.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79030085,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_907.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7875631,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_908.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7898012,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_909.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7867506,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_91.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7873672,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_910.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7859534,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_911.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78981346,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_912.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7894941,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_913.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78967947,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_914.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7898626,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_915.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7896155,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_916.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7849592,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_917.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7849592,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_918.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7875822,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_919.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7875715,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_92.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.78779274,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_920.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7910373,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_921.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7928167,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_922.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79828113,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_923.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79867417,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_924.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7950884,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_925.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7931897,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_926.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.79625344,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_927.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.7976858,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_928.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8057745,False
Common Water Hyacinth (Eichornia crassipes)\augmented_image_929.jpg,Common Water Hyacinth (Eichornia crassipes),Common Duckweeds (Lemna minor),0.8008016,False
